student_id,dorm_id,dorm_rating,landlord_rating,final_rating,dorm_tags,landlord_tags,relevance_label
S0215,D032,3.5,4.3,3.8,None,None,1
S0215,D035,5.0,5.0,5.0,None,None,1
S0215,D057,4.5,4.6,4.5,None,None,1
S0215,D014,4.2,3.8,4.0,None,None,1
S0215,D056,3.7,4.3,3.9,None,None,1
S0215,D034,3.9,3.5,3.7,None,None,1
S0215,D010,3.0,3.1,3.0,"Wi-Fi, Security, Location",Communication difficulties,0
S0215,D003,1.9,2.7,2.2,"Amenities, Security","Biased, Dishonest",0
S0216,D047,4.4,4.2,4.3,None,None,1
S0216,D031,4.6,5.0,4.8,None,None,1
S0217,D011,3.6,4.6,4.0,None,None,1
S0217,D029,2.1,1.9,2.0,Amenities,Dishonest,0
S0217,D006,2.1,1.5,1.9,Cleanliness,"Biased, Dishonest",0
S0217,D024,1.8,1.2,1.6,"Amenities, Wi-Fi","Neglecting complaints, Communication difficulties",0
S0217,D033,2.1,2.1,2.1,"Amenities, Security, Location",Biased,0
S0217,D027,1.7,1.0,1.4,"Cleanliness, Wi-Fi","Biased, Communication difficulties",0
S0217,D034,2.2,2.2,2.2,"Wi-Fi, Amenities","Landlord Behavior, Communication difficulties",0
S0217,D012,2.5,2.2,2.4,"Security, Location","Neglecting complaints, Landlord Behavior",0
S0217,D030,2.3,2.4,2.3,"Security, Noise",Communication difficulties,0
S0218,D021,5.0,4.1,4.6,None,None,1
S0218,D013,2.5,2.3,2.4,Noise,Communication difficulties,0
S0218,D007,4.7,5.0,4.8,None,None,1
S0218,D068,2.8,2.4,2.6,"Location, Noise",Dishonest,0
S0218,D025,4.1,4.7,4.3,None,None,1
S0218,D075,2.5,3.3,2.8,"Location, Security, Wi-Fi",Biased,0
S0218,D033,2.3,3.1,2.6,"Location, Cleanliness","Dishonest, Communication difficulties",0
S0219,D038,4.6,4.5,4.6,None,None,1
S0219,D041,2.6,3.5,3.0,"Noise, Cleanliness, Amenities",None,0
S0219,D037,2.1,1.5,1.9,"Security, Wi-Fi","Landlord Behavior, Biased",0
S0219,D074,4.8,5.0,4.9,None,None,1
S0220,D031,4.5,4.7,4.6,None,None,1
S0220,D033,3.1,3.7,3.3,"Amenities, Noise",None,0
S0220,D075,2.5,2.6,2.5,"Wi-Fi, Location, Cleanliness","Landlord Behavior, Dishonest",0
S0220,D052,3.0,3.0,3.0,Amenities,"Landlord Behavior, Communication difficulties",0
S0221,D019,2.7,2.3,2.5,Security,"Landlord Behavior, Communication difficulties",0
S0221,D035,3.0,3.8,3.3,Amenities,None,0
S0221,D069,4.5,4.6,4.5,None,None,1
S0221,D071,4.5,5.0,4.7,None,None,1
S0222,D075,1.8,1.7,1.8,"Security, Wi-Fi","Communication difficulties, Dishonest",0
S0222,D027,2.1,1.7,1.9,"Cleanliness, Wi-Fi",Communication difficulties,0
S0223,D014,2.0,1.3,1.7,"Amenities, Location, Cleanliness","Communication difficulties, Biased",0
S0223,D002,2.5,2.7,2.6,Security,"Communication difficulties, Landlord Behavior",0
S0223,D059,2.4,1.5,2.0,"Security, Wi-Fi, Amenities",Landlord Behavior,0
S0223,D064,1.1,1.0,1.1,"Security, Wi-Fi",Landlord Behavior,0
S0223,D057,2.3,3.2,2.7,"Cleanliness, Amenities","Landlord Behavior, Biased",0
S0223,D062,1.9,1.0,1.5,"Security, Amenities",Neglecting complaints,0
S0224,D008,3.7,3.6,3.7,None,None,1
S0224,D040,2.1,2.9,2.4,"Wi-Fi, Security",Neglecting complaints,0
S0225,D062,2.8,3.5,3.1,Amenities,None,0
S0225,D065,2.5,1.9,2.3,Wi-Fi,Neglecting complaints,0
S0226,D073,2.6,3.1,2.8,"Amenities, Cleanliness, Noise","Landlord Behavior, Biased",0
S0226,D062,3.5,2.6,3.1,None,Dishonest,0
S0226,D021,3.5,3.5,3.5,None,None,1
S0226,D056,4.4,3.6,4.1,None,None,1
S0226,D036,5.0,5.0,5.0,None,None,1
S0226,D067,4.9,4.7,4.8,None,None,1
S0226,D044,4.3,3.3,3.9,None,"Communication difficulties, Neglecting complaints",1
S0227,D032,2.1,2.8,2.4,"Noise, Security, Wi-Fi","Communication difficulties, Biased",0
S0227,D033,2.0,1.6,1.8,Amenities,"Dishonest, Neglecting complaints",0
S0227,D034,2.2,2.0,2.1,Security,Dishonest,0
S0227,D012,3.5,4.0,3.7,None,None,1
S0227,D024,1.8,2.2,2.0,Location,"Communication difficulties, Biased",0
S0227,D011,2.6,2.9,2.7,"Noise, Wi-Fi, Cleanliness","Landlord Behavior, Dishonest",0
S0227,D020,4.7,5.0,4.8,None,None,1
S0227,D029,3.5,4.4,3.9,None,None,1
S0227,D004,3.1,2.8,3.0,"Location, Wi-Fi","Biased, Communication difficulties",0
S0228,D014,2.9,3.6,3.2,Cleanliness,None,0
S0228,D069,4.7,5.0,4.8,None,None,1
S0228,D019,3.4,3.6,3.5,Noise,None,1
S0228,D064,2.8,2.4,2.6,"Security, Location, Wi-Fi",Landlord Behavior,0
S0228,D031,5.0,4.4,4.8,None,None,1
S0228,D045,2.5,2.3,2.4,"Cleanliness, Noise","Landlord Behavior, Communication difficulties",0
S0228,D058,4.5,5.0,4.7,None,None,1
S0228,D075,2.2,1.7,2.0,"Cleanliness, Wi-Fi",Biased,0
S0229,D074,4.2,3.4,3.9,None,Biased,1
S0229,D050,5.0,5.0,5.0,None,None,1
S0230,D057,2.0,1.0,1.6,"Amenities, Cleanliness, Wi-Fi",Landlord Behavior,0
S0230,D019,2.9,2.7,2.8,Amenities,"Biased, Neglecting complaints",0
S0230,D072,2.5,1.5,2.1,Security,Communication difficulties,0
S0230,D026,3.7,4.1,3.9,None,None,1
S0230,D070,2.7,2.2,2.5,"Noise, Wi-Fi, Location","Landlord Behavior, Neglecting complaints",0
S0230,D067,4.9,5.0,4.9,None,None,1
S0230,D046,1.9,2.8,2.3,"Wi-Fi, Cleanliness","Communication difficulties, Landlord Behavior",0
S0231,D020,2.6,3.2,2.8,"Wi-Fi, Noise, Location",Communication difficulties,0
S0231,D039,3.8,3.5,3.7,None,None,1
S0231,D013,4.3,4.1,4.2,None,None,1
S0231,D049,4.6,4.3,4.5,None,None,1
S0231,D025,5.0,5.0,5.0,None,None,1
S0231,D036,4.7,4.7,4.7,None,None,1
S0231,D034,2.2,1.9,2.1,"Cleanliness, Location","Dishonest, Communication difficulties",0
S0231,D008,2.1,2.4,2.2,"Location, Wi-Fi",Communication difficulties,0
S0231,D005,5.0,5.0,5.0,None,None,1
S0232,D069,2.0,1.7,1.9,"Security, Wi-Fi, Location",Biased,0
S0232,D042,2.0,1.8,1.9,Location,Neglecting complaints,0
S0232,D036,3.4,2.4,3.0,"Security, Wi-Fi, Location","Biased, Landlord Behavior",0
S0232,D072,2.6,3.3,2.9,"Location, Amenities","Dishonest, Communication difficulties",0
S0232,D059,2.8,3.2,3.0,Wi-Fi,"Dishonest, Neglecting complaints",0
S0232,D037,2.4,3.2,2.7,"Cleanliness, Amenities, Wi-Fi",Communication difficulties,0
S0232,D048,1.9,1.7,1.8,Location,Dishonest,0
S0233,D060,4.5,4.1,4.3,None,None,1
S0233,D023,3.1,3.8,3.4,"Cleanliness, Security, Noise",None,0
S0234,D042,3.9,3.7,3.8,None,None,1
S0234,D072,2.7,2.5,2.6,"Location, Noise, Security","Communication difficulties, Dishonest",0
S0234,D010,3.2,3.4,3.3,"Security, Location",Biased,0
S0234,D034,3.1,3.1,3.1,"Cleanliness, Noise","Biased, Landlord Behavior",0
S0234,D018,4.5,4.7,4.6,None,None,1
S0234,D070,3.6,4.5,4.0,None,None,1
S0235,D039,2.0,1.1,1.6,"Amenities, Wi-Fi",Biased,0
S0235,D023,3.0,2.2,2.7,Security,Biased,0
S0235,D022,2.3,2.0,2.2,"Amenities, Cleanliness, Noise","Neglecting complaints, Biased",0
S0235,D005,1.9,1.7,1.8,Security,Neglecting complaints,0
S0235,D053,1.8,2.4,2.0,"Amenities, Cleanliness, Wi-Fi","Communication difficulties, Biased",0
S0235,D032,2.9,3.0,2.9,"Cleanliness, Noise, Security, Wi-Fi","Dishonest, Biased",0
S0235,D030,3.2,2.5,2.9,"Location, Noise","Landlord Behavior, Dishonest",0
S0235,D031,5.0,4.2,4.7,None,None,1
S0235,D015,3.4,2.9,3.2,"Security, Wi-Fi","Landlord Behavior, Communication difficulties",0
S0236,D070,3.3,4.0,3.6,"Amenities, Wi-Fi, Security",None,1
S0236,D057,3.9,4.8,4.3,None,None,1
S0236,D067,2.4,1.7,2.1,Security,Biased,0
S0237,D003,2.7,3.1,2.9,Security,"Neglecting complaints, Landlord Behavior",0
S0237,D026,3.0,2.1,2.6,"Location, Amenities",Landlord Behavior,0
S0237,D041,2.2,3.0,2.5,"Noise, Amenities, Location",Dishonest,0
S0237,D055,1.8,1.1,1.5,"Wi-Fi, Security, Amenities","Neglecting complaints, Communication difficulties",0
S0237,D014,2.6,3.5,3.0,"Wi-Fi, Location, Amenities",None,0
S0237,D036,4.2,3.3,3.8,None,Dishonest,1
S0237,D043,2.4,2.9,2.6,"Cleanliness, Noise",Neglecting complaints,0
S0238,D067,3.3,3.3,3.3,"Location, Security",Communication difficulties,0
S0238,D075,2.4,1.7,2.1,"Amenities, Wi-Fi",Dishonest,0
S0238,D069,2.8,2.8,2.8,"Cleanliness, Wi-Fi",Biased,0
S0238,D050,4.3,4.6,4.4,None,None,1
S0238,D044,3.2,2.3,2.8,"Wi-Fi, Location, Security",Biased,0
S0238,D009,4.0,5.0,4.4,None,None,1
S0238,D003,2.7,2.2,2.5,"Security, Noise",Communication difficulties,0
S0238,D033,2.1,2.6,2.3,Noise,"Landlord Behavior, Dishonest",0
S0238,D059,2.4,3.3,2.8,"Amenities, Location",Dishonest,0
S0238,D071,4.0,4.9,4.4,None,None,1
S0238,D051,3.2,3.0,3.1,"Wi-Fi, Security, Noise","Landlord Behavior, Biased",0
S0239,D042,4.7,3.8,4.3,None,None,1
S0239,D035,4.2,5.0,4.5,None,None,1
S0239,D009,4.0,4.3,4.1,None,None,1
S0239,D045,2.7,2.5,2.6,"Security, Noise","Neglecting complaints, Communication difficulties",0
S0239,D065,5.0,5.0,5.0,None,None,1
S0239,D046,3.8,3.8,3.8,None,None,1
S0239,D032,4.5,5.0,4.7,None,None,1
S0239,D067,4.6,4.7,4.6,None,None,1
S0239,D043,4.2,4.4,4.3,None,None,1
S0239,D066,3.3,2.6,3.0,"Cleanliness, Amenities","Neglecting complaints, Landlord Behavior",0
S0240,D006,3.6,4.5,4.0,None,None,1
S0240,D008,5.0,5.0,5.0,None,None,1
S0240,D010,2.4,3.3,2.8,"Wi-Fi, Location",Communication difficulties,0
S0240,D033,3.2,2.6,3.0,"Location, Amenities","Communication difficulties, Biased",0
S0241,D058,3.2,3.7,3.4,Security,None,0
S0241,D018,2.8,3.2,3.0,"Security, Location","Dishonest, Biased",0
S0241,D002,4.1,3.4,3.8,None,"Dishonest, Neglecting complaints",1
S0241,D046,3.1,3.4,3.2,"Wi-Fi, Amenities","Dishonest, Biased",0
S0241,D010,3.6,3.1,3.4,None,"Neglecting complaints, Communication difficulties",0
S0241,D035,4.0,4.2,4.1,None,None,1
S0242,D075,2.7,2.5,2.6,"Amenities, Cleanliness, Location",Communication difficulties,0
S0242,D062,5.0,4.9,5.0,None,None,1
S0242,D002,5.0,5.0,5.0,None,None,1
S0242,D049,2.7,2.8,2.7,Noise,Biased,0
S0242,D011,2.8,2.8,2.8,Amenities,"Biased, Communication difficulties",0
S0242,D019,4.5,3.9,4.3,None,None,1
S0243,D060,4.9,5.0,4.9,None,None,1
S0243,D027,1.5,1.0,1.3,"Location, Wi-Fi","Dishonest, Landlord Behavior",0
S0243,D028,5.0,5.0,5.0,None,None,1
S0243,D036,4.3,5.0,4.6,None,None,1
S0243,D052,2.9,1.9,2.5,"Location, Noise","Biased, Dishonest",0
S0243,D011,2.7,2.9,2.8,"Noise, Location, Security",Dishonest,0
S0244,D037,3.1,2.7,2.9,Wi-Fi,"Dishonest, Landlord Behavior",0
S0244,D051,3.6,2.8,3.3,None,"Biased, Landlord Behavior",0
S0244,D021,3.4,4.1,3.7,Wi-Fi,None,1
S0245,D045,2.5,3.3,2.8,Noise,Landlord Behavior,0
S0245,D010,2.9,2.5,2.7,"Location, Amenities, Security",Dishonest,0
S0245,D057,4.2,3.4,3.9,None,"Biased, Dishonest",1
S0245,D009,3.4,3.2,3.3,"Amenities, Cleanliness, Noise",Biased,0
S0245,D033,3.9,4.7,4.2,None,None,1
S0246,D061,4.9,4.9,4.9,None,None,1
S0246,D011,3.9,4.6,4.2,None,None,1
S0246,D034,2.5,2.2,2.4,"Cleanliness, Location, Amenities",Biased,0
S0246,D025,4.5,4.1,4.3,None,None,1
S0246,D030,2.7,2.2,2.5,"Wi-Fi, Amenities","Landlord Behavior, Dishonest",0
S0246,D007,4.1,3.2,3.7,None,Biased,1
S0247,D056,2.8,2.6,2.7,"Amenities, Security","Landlord Behavior, Biased",0
S0247,D050,3.7,3.2,3.5,None,"Communication difficulties, Biased",1
S0247,D065,2.9,2.3,2.7,"Security, Location, Wi-Fi",Biased,0
S0247,D023,3.2,3.7,3.4,Security,None,0
S0247,D041,2.6,1.8,2.3,"Location, Cleanliness, Noise",Neglecting complaints,0
S0247,D069,4.2,4.1,4.2,None,None,1
S0247,D036,5.0,5.0,5.0,None,None,1
S0247,D035,3.0,3.8,3.3,Amenities,None,0
S0247,D042,2.0,2.0,2.0,Cleanliness,Neglecting complaints,0
S0248,D003,2.0,2.7,2.3,"Wi-Fi, Noise, Amenities","Dishonest, Neglecting complaints",0
S0248,D018,2.6,3.5,3.0,"Security, Cleanliness, Location",None,0
S0248,D050,3.4,2.9,3.2,Location,Biased,0
S0248,D036,3.2,2.9,3.1,Wi-Fi,Dishonest,0
S0248,D051,3.0,2.7,2.9,Noise,Neglecting complaints,0
S0248,D011,3.1,2.2,2.7,Wi-Fi,Biased,0
S0249,D017,4.5,4.0,4.3,None,None,1
S0249,D027,2.1,1.8,2.0,"Amenities, Wi-Fi","Dishonest, Landlord Behavior",0
S0249,D005,3.2,2.5,2.9,"Cleanliness, Security, Amenities",Landlord Behavior,0
S0249,D011,2.8,2.9,2.8,"Security, Amenities","Neglecting complaints, Biased",0
S0250,D033,2.9,2.6,2.8,"Location, Amenities, Noise","Dishonest, Biased",0
S0250,D024,2.1,1.2,1.7,Location,"Communication difficulties, Landlord Behavior",0
S0250,D061,4.0,3.8,3.9,None,None,1
S0250,D014,2.1,1.8,2.0,"Amenities, Wi-Fi",Dishonest,0
S0250,D068,4.3,4.6,4.4,None,None,1
S0250,D025,4.8,5.0,4.9,None,None,1
S0250,D028,4.7,5.0,4.8,None,None,1
S0250,D038,5.0,4.6,4.8,None,None,1
S0250,D006,4.1,3.1,3.7,None,Biased,1
S0251,D025,3.8,3.7,3.8,None,None,1
S0251,D075,1.8,2.6,2.1,"Wi-Fi, Amenities",Dishonest,0
S0251,D033,2.7,3.5,3.0,Noise,None,0
S0251,D010,2.9,2.6,2.8,"Security, Amenities",Neglecting complaints,0
S0251,D046,3.6,4.2,3.8,None,None,1
S0251,D001,4.1,3.2,3.7,None,"Landlord Behavior, Communication difficulties",1
S0251,D005,3.3,2.9,3.1,"Wi-Fi, Cleanliness, Location",Neglecting complaints,0
S0252,D032,1.0,1.0,1.0,"Location, Noise, Cleanliness, Wi-Fi","Biased, Communication difficulties",0
S0252,D053,3.9,3.8,3.9,None,None,1
S0253,D008,3.8,3.5,3.7,None,None,1
S0253,D025,4.5,4.7,4.6,None,None,1
S0253,D032,4.6,5.0,4.8,None,None,1
S0253,D017,4.5,4.5,4.5,None,None,1
S0253,D021,4.0,4.1,4.0,None,None,1
S0253,D004,5.0,5.0,5.0,None,None,1
S0253,D034,4.9,4.2,4.6,None,None,1
S0254,D029,3.8,4.2,4.0,None,None,1
S0254,D053,3.6,3.9,3.7,None,None,1
S0254,D040,2.2,2.7,2.4,Cleanliness,"Communication difficulties, Biased",0
S0255,D021,4.1,3.7,3.9,None,None,1
S0255,D066,2.9,2.3,2.7,"Wi-Fi, Amenities, Security","Neglecting complaints, Communication difficulties",0
S0255,D062,2.9,2.3,2.7,Wi-Fi,Communication difficulties,0
S0256,D031,4.2,3.3,3.8,None,"Dishonest, Biased",1
S0256,D023,4.0,4.3,4.1,None,None,1
S0256,D027,4.5,4.2,4.4,None,None,1
S0256,D033,3.4,3.1,3.3,"Noise, Location","Communication difficulties, Dishonest",0
S0256,D014,4.0,4.7,4.3,None,None,1
S0256,D039,2.5,2.9,2.7,"Wi-Fi, Security, Cleanliness","Biased, Communication difficulties",0
S0256,D021,3.6,3.6,3.6,None,None,1
S0256,D049,3.4,3.8,3.6,"Cleanliness, Location",None,1
S0256,D012,3.6,4.3,3.9,None,None,1
S0257,D003,3.1,3.2,3.1,Wi-Fi,"Dishonest, Landlord Behavior",0
S0257,D069,2.8,2.8,2.8,"Security, Amenities, Wi-Fi","Neglecting complaints, Communication difficulties",0
S0257,D019,3.2,2.7,3.0,"Amenities, Cleanliness, Noise",Biased,0
S0258,D031,4.9,4.2,4.6,None,None,1
S0258,D049,4.6,3.7,4.2,None,None,1
S0258,D011,3.8,3.0,3.5,None,Biased,1
S0258,D023,5.0,5.0,5.0,None,None,1
S0258,D052,5.0,5.0,5.0,None,None,1
S0259,D051,1.5,1.0,1.3,"Location, Wi-Fi",Communication difficulties,0
S0259,D057,2.7,2.4,2.6,"Cleanliness, Security",Landlord Behavior,0
S0259,D058,2.3,1.3,1.9,"Amenities, Security, Cleanliness",Landlord Behavior,0
S0259,D026,2.7,2.1,2.5,Noise,"Communication difficulties, Landlord Behavior",0
S0259,D023,2.3,3.1,2.6,"Cleanliness, Security",Landlord Behavior,0
S0260,D049,3.5,4.3,3.8,None,None,1
S0260,D034,2.7,3.5,3.0,"Cleanliness, Noise",None,0
S0260,D038,3.9,4.1,4.0,None,None,1
S0260,D035,5.0,5.0,5.0,None,None,1
S0260,D071,3.0,2.1,2.6,"Noise, Wi-Fi, Cleanliness","Neglecting complaints, Dishonest",0
S0260,D050,3.4,2.5,3.0,"Security, Wi-Fi","Biased, Communication difficulties",0
S0260,D032,2.7,2.3,2.5,"Security, Amenities, Location, Wi-Fi",Communication difficulties,0
S0260,D011,3.2,2.6,3.0,"Wi-Fi, Security",Landlord Behavior,0
S0262,D037,5.0,4.3,4.7,None,None,1
S0262,D058,3.5,2.8,3.2,None,Communication difficulties,0
S0262,D065,5.0,5.0,5.0,None,None,1
S0262,D032,4.3,4.7,4.5,None,None,1
S0262,D042,5.0,4.2,4.7,None,None,1
S0262,D038,3.9,4.8,4.3,None,None,1
S0262,D018,3.9,4.1,4.0,None,None,1
S0262,D036,4.4,3.8,4.2,None,None,1
S0262,D056,4.4,3.5,4.0,None,None,1
S0263,D012,4.5,4.2,4.4,None,None,1
S0263,D063,4.3,5.0,4.6,None,None,1
S0263,D010,3.3,3.1,3.2,"Amenities, Security","Biased, Dishonest",0
S0264,D025,5.0,5.0,5.0,None,None,1
S0264,D036,4.2,5.0,4.5,None,None,1
S0264,D020,4.3,5.0,4.6,None,None,1
S0264,D012,4.3,5.0,4.6,None,None,1
S0264,D029,4.3,3.8,4.1,None,None,1
S0265,D066,3.2,4.2,3.6,Cleanliness,None,1
S0265,D055,3.6,3.1,3.4,None,"Communication difficulties, Dishonest",0
S0265,D036,4.0,3.8,3.9,None,None,1
S0266,D036,3.3,3.0,3.2,"Location, Noise","Landlord Behavior, Neglecting complaints",0
S0266,D039,2.4,3.0,2.6,"Wi-Fi, Security, Location","Neglecting complaints, Communication difficulties",0
S0266,D053,2.8,3.6,3.1,"Location, Security, Wi-Fi",None,0
S0266,D014,3.1,4.0,3.5,Amenities,None,1
S0266,D016,3.7,3.9,3.8,None,None,1
S0266,D004,4.2,5.0,4.5,None,None,1
S0266,D022,4.0,3.6,3.8,None,None,1
S0266,D006,3.5,3.7,3.6,None,None,1
S0267,D060,4.2,4.9,4.5,None,None,1
S0267,D053,3.3,3.2,3.3,"Location, Wi-Fi, Noise",Biased,0
S0267,D013,4.4,5.0,4.6,None,None,1
S0267,D007,4.2,4.8,4.4,None,None,1
S0267,D020,2.9,3.1,3.0,"Noise, Cleanliness",Landlord Behavior,0
S0267,D068,3.5,4.1,3.7,None,None,1
S0267,D012,2.9,1.9,2.5,Cleanliness,"Neglecting complaints, Biased",0
S0268,D045,3.2,4.1,3.6,"Noise, Location, Cleanliness",None,1
S0269,D060,5.0,4.4,4.8,None,None,1
S0269,D036,4.8,4.4,4.6,None,None,1
S0269,D046,3.4,2.9,3.2,"Location, Noise",Neglecting complaints,0
S0269,D022,2.4,1.4,2.0,"Cleanliness, Noise",Biased,0
S0269,D016,3.5,2.8,3.2,None,"Dishonest, Communication difficulties",0
S0269,D004,3.9,3.7,3.8,None,None,1
S0269,D075,1.8,1.2,1.6,"Noise, Wi-Fi",Communication difficulties,0
S0269,D034,2.2,2.3,2.2,"Security, Cleanliness, Location",Landlord Behavior,0
S0270,D041,2.9,2.0,2.5,"Wi-Fi, Cleanliness","Communication difficulties, Landlord Behavior",0
S0270,D055,3.8,4.5,4.1,None,None,1
S0270,D036,4.6,4.6,4.6,None,None,1
S0271,D007,4.0,3.6,3.8,None,None,1
S0271,D046,3.4,4.0,3.6,"Wi-Fi, Amenities",None,1
S0271,D001,4.1,4.2,4.1,None,None,1
S0271,D020,2.2,1.2,1.8,"Cleanliness, Security, Wi-Fi",Communication difficulties,0
S0271,D032,1.0,1.6,1.2,"Wi-Fi, Amenities, Noise",Communication difficulties,0
S0271,D047,4.2,4.8,4.4,None,None,1
S0271,D012,3.1,3.7,3.3,"Wi-Fi, Security",None,0
S0272,D039,3.1,3.1,3.1,"Security, Cleanliness, Wi-Fi","Neglecting complaints, Biased",0
S0272,D045,2.7,3.0,2.8,Cleanliness,Biased,0
S0272,D027,1.7,1.8,1.7,"Security, Wi-Fi","Communication difficulties, Biased",0
S0272,D054,2.2,1.2,1.8,"Amenities, Cleanliness",Landlord Behavior,0
S0273,D052,2.6,3.1,2.8,"Wi-Fi, Amenities, Location","Landlord Behavior, Neglecting complaints",0
S0273,D024,2.7,3.0,2.8,Noise,"Communication difficulties, Landlord Behavior",0
S0273,D001,5.0,4.1,4.6,None,None,1
S0273,D032,1.6,2.5,2.0,"Security, Wi-Fi","Biased, Dishonest",0
S0273,D061,3.8,4.5,4.1,None,None,1
S0273,D075,2.3,3.3,2.7,"Cleanliness, Amenities, Wi-Fi","Communication difficulties, Biased",0
S0273,D068,1.7,2.7,2.1,"Wi-Fi, Cleanliness",Neglecting complaints,0
S0274,D046,2.5,1.7,2.2,Cleanliness,"Communication difficulties, Neglecting complaints",0
S0274,D008,1.6,1.0,1.4,"Location, Wi-Fi",Dishonest,0
S0274,D031,4.7,4.3,4.5,None,None,1
S0274,D021,5.0,5.0,5.0,None,None,1
S0274,D038,3.6,2.8,3.3,None,"Neglecting complaints, Communication difficulties",0
S0274,D054,1.6,1.4,1.5,Noise,"Landlord Behavior, Communication difficulties",0
S0274,D006,2.2,1.3,1.8,Cleanliness,Landlord Behavior,0
S0274,D068,3.0,2.1,2.6,"Amenities, Location",Communication difficulties,0
S0275,D064,1.9,2.0,1.9,"Cleanliness, Wi-Fi","Dishonest, Neglecting complaints",0
S0275,D075,1.9,2.0,1.9,"Security, Wi-Fi",Biased,0
S0275,D072,2.9,3.3,3.1,Security,Biased,0
S0276,D060,4.0,4.8,4.3,None,None,1
S0276,D027,2.5,3.0,2.7,"Amenities, Wi-Fi",Landlord Behavior,0
S0277,D052,3.5,3.8,3.6,None,None,1
S0277,D029,2.7,2.8,2.7,"Wi-Fi, Amenities","Neglecting complaints, Communication difficulties",0
S0277,D033,4.0,4.2,4.1,None,None,1
S0278,D062,4.2,3.7,4.0,None,None,1
S0278,D056,5.0,4.0,4.6,None,None,1
S0279,D059,3.5,2.9,3.3,None,"Dishonest, Neglecting complaints",0
S0279,D031,4.5,4.7,4.6,None,None,1
S0279,D072,4.3,3.8,4.1,None,None,1
S0279,D071,3.4,2.9,3.2,Security,Landlord Behavior,0
S0280,D056,4.7,5.0,4.8,None,None,1
S0280,D026,4.4,3.6,4.1,None,None,1
S0280,D038,3.7,3.1,3.5,None,Landlord Behavior,1
S0280,D064,2.1,1.8,2.0,"Wi-Fi, Security",Communication difficulties,0
S0280,D044,4.4,4.2,4.3,None,None,1
S0280,D019,5.0,5.0,5.0,None,None,1
S0280,D003,2.1,1.5,1.9,"Wi-Fi, Security, Amenities","Dishonest, Neglecting complaints",0
S0280,D073,4.6,5.0,4.8,None,None,1
S0280,D069,2.7,2.2,2.5,"Amenities, Wi-Fi",Landlord Behavior,0
S0281,D011,3.0,2.6,2.8,"Cleanliness, Noise",Communication difficulties,0
S0281,D041,2.2,2.1,2.2,Amenities,Neglecting complaints,0
S0281,D057,2.6,2.2,2.4,Amenities,Communication difficulties,0
S0281,D003,2.7,3.6,3.1,"Wi-Fi, Amenities",None,0
S0281,D044,3.5,4.3,3.8,None,None,1
S0281,D036,2.7,2.2,2.5,"Amenities, Wi-Fi",Landlord Behavior,0
S0281,D065,3.2,2.9,3.1,"Security, Cleanliness","Neglecting complaints, Communication difficulties",0
S0281,D066,2.8,1.8,2.4,"Cleanliness, Wi-Fi, Noise","Dishonest, Neglecting complaints",0
S0281,D064,1.9,2.9,2.3,Wi-Fi,Communication difficulties,0
S0281,D067,4.1,4.6,4.3,None,None,1
S0282,D015,5.0,4.0,4.6,None,None,1
S0282,D068,3.5,2.7,3.2,None,"Biased, Communication difficulties",0
S0282,D028,4.0,3.5,3.8,None,None,1
S0282,D025,3.5,3.3,3.4,None,"Landlord Behavior, Biased",0
S0282,D034,3.8,3.2,3.6,None,Communication difficulties,1
S0283,D043,4.4,4.1,4.3,None,None,1
S0283,D034,4.3,4.4,4.3,None,None,1
S0283,D072,4.6,4.5,4.6,None,None,1
S0284,D036,2.7,1.9,2.4,"Wi-Fi, Security, Amenities",Dishonest,0
S0284,D061,3.2,3.3,3.2,"Cleanliness, Security, Amenities",Dishonest,0
S0284,D054,4.0,3.4,3.8,None,Landlord Behavior,1
S0284,D020,4.2,5.0,4.5,None,None,1
S0285,D026,3.7,3.3,3.5,None,"Dishonest, Landlord Behavior",1
S0285,D065,4.8,4.3,4.6,None,None,1
S0285,D011,2.6,3.2,2.8,"Location, Wi-Fi, Cleanliness","Communication difficulties, Dishonest",0
S0285,D002,4.6,5.0,4.8,None,None,1
S0285,D034,3.3,4.0,3.6,Amenities,None,1
S0286,D039,2.0,2.0,2.0,"Location, Wi-Fi","Landlord Behavior, Biased",0
S0286,D031,4.2,5.0,4.5,None,None,1
S0286,D027,2.7,2.8,2.7,"Cleanliness, Wi-Fi",Neglecting complaints,0
S0286,D075,1.3,1.0,1.2,Wi-Fi,Landlord Behavior,0
S0287,D049,2.7,3.4,3.0,Wi-Fi,"Biased, Landlord Behavior",0
S0287,D035,3.2,2.7,3.0,Cleanliness,Dishonest,0
S0287,D072,3.1,3.6,3.3,"Security, Amenities",None,0
S0287,D034,1.7,1.0,1.4,Amenities,"Landlord Behavior, Dishonest",0
S0287,D009,4.7,4.8,4.7,None,None,1
S0287,D010,4.2,5.0,4.5,None,None,1
S0287,D059,1.8,2.3,2.0,Cleanliness,Biased,0
S0287,D032,2.2,1.7,2.0,"Noise, Wi-Fi","Biased, Dishonest",0
S0287,D018,4.9,5.0,4.9,None,None,1
S0288,D017,3.3,4.2,3.7,"Wi-Fi, Location",None,1
S0288,D012,4.9,4.8,4.9,None,None,1
S0288,D030,2.2,2.4,2.3,"Cleanliness, Wi-Fi, Amenities","Biased, Neglecting complaints",0
S0288,D021,4.2,4.9,4.5,None,None,1
